"ee.Taxon","Definition.x","Definition.y","N"
"human","monocyclic compound","T-cell adult acute lymphocytic leukemia",1
"human","monocyclic compound","adult acute lymphocytic leukemia",1
"human","monocyclic compound","T-cell leukemia",1
"human","monocyclic compound","acute lymphocytic leukemia",1
"human","heteromonocyclic compound","T-cell adult acute lymphocytic leukemia",1
"human","heteromonocyclic compound","adult acute lymphocytic leukemia",1
"human","heteromonocyclic compound","T-cell leukemia",1
"human","heteromonocyclic compound","acute lymphocytic leukemia",1
"human","p-block molecular entity","T-cell adult acute lymphocytic leukemia",1
"human","p-block molecular entity","adult acute lymphocytic leukemia",1
"human","organic cyclic compound","T-cell adult acute lymphocytic leukemia",1
"human","organic cyclic compound","adult acute lymphocytic leukemia",1
"human","heteroarene","T-cell adult acute lymphocytic leukemia",1
"human","heteroarene","adult acute lymphocytic leukemia",1
"human","heteroarene","T-cell leukemia",1
"human","nucleoside","T-cell adult acute lymphocytic leukemia",1
"human","nucleoside","adult acute lymphocytic leukemia",1
"human","nucleoside","T-cell leukemia",1
"human","nucleoside","acute lymphocytic leukemia",1
"human","organonitrogen compound","T-cell adult acute lymphocytic leukemia",1
"human","organonitrogen compound","adult acute lymphocytic leukemia",1
"human","polyatomic entity","T-cell adult acute lymphocytic leukemia",1
"human","polyatomic entity","adult acute lymphocytic leukemia",1
"human","organochalcogen compound","T-cell adult acute lymphocytic leukemia",1
"human","organochalcogen compound","adult acute lymphocytic leukemia",1
"human","organooxygen compound","T-cell adult acute lymphocytic leukemia",1
"human","organooxygen compound","adult acute lymphocytic leukemia",1
"human","oxacycle","T-cell adult acute lymphocytic leukemia",1
"human","oxacycle","adult acute lymphocytic leukemia",1
"human","oxacycle","T-cell leukemia",1
"human","oxacycle","acute lymphocytic leukemia",1
"human","tetrahydrofuranol","lymphocytic leukemia",1
"human","tetrahydrofuranol","leukemia",1
"human","tetrahydrofuranol","T-cell adult acute lymphocytic leukemia",1
"human","tetrahydrofuranol","adult acute lymphocytic leukemia",1
"human","tetrahydrofuranol","T-cell leukemia",1
"human","tetrahydrofuranol","acute lymphocytic leukemia",1
"human","monohydroxytetrahydrofuran","lymphocytic leukemia",1
"human","monohydroxytetrahydrofuran","leukemia",1
"human","monohydroxytetrahydrofuran","T-cell adult acute lymphocytic leukemia",1
"human","monohydroxytetrahydrofuran","adult acute lymphocytic leukemia",1
"human","monohydroxytetrahydrofuran","T-cell leukemia",1
"human","monohydroxytetrahydrofuran","acute lymphocytic leukemia",1
"human","5-aza-2'-deoxycytidine","lymphocytic leukemia",1
"human","5-aza-2'-deoxycytidine","leukemia",1
"human","5-aza-2'-deoxycytidine","T-cell adult acute lymphocytic leukemia",1
"human","5-aza-2'-deoxycytidine","adult acute lymphocytic leukemia",1
"human","5-aza-2'-deoxycytidine","T-cell leukemia",1
"human","5-aza-2'-deoxycytidine","acute lymphocytic leukemia",1
"human","organic molecular entity","T-cell adult acute lymphocytic leukemia",1
"human","organic molecular entity","adult acute lymphocytic leukemia",1
"human","nitrogen molecular entity","T-cell adult acute lymphocytic leukemia",1
"human","nitrogen molecular entity","adult acute lymphocytic leukemia",1
"human","heterocyclic compound","T-cell adult acute lymphocytic leukemia",1
"human","heterocyclic compound","adult acute lymphocytic leukemia",1
"human","nucleobase-containing molecular entity","T-cell adult acute lymphocytic leukemia",1
"human","nucleobase-containing molecular entity","adult acute lymphocytic leukemia",1
"human","nucleobase-containing molecular entity","T-cell leukemia",1
"human","nucleobase-containing molecular entity","acute lymphocytic leukemia",1
"human","glycosyl compound","T-cell adult acute lymphocytic leukemia",1
"human","glycosyl compound","adult acute lymphocytic leukemia",1
"human","glycosyl compound","T-cell leukemia",1
"human","glycosyl compound","acute lymphocytic leukemia",1
"human","carbohydrate derivative","T-cell adult acute lymphocytic leukemia",1
"human","carbohydrate derivative","adult acute lymphocytic leukemia",1
"human","carbohydrate derivative","T-cell leukemia",1
"human","carbohydrate derivative","acute lymphocytic leukemia",1
"human","organic molecule","T-cell adult acute lymphocytic leukemia",1
"human","organic molecule","adult acute lymphocytic leukemia",1
"human","carbohydrates and carbohydrate derivatives","T-cell adult acute lymphocytic leukemia",1
"human","carbohydrates and carbohydrate derivatives","adult acute lymphocytic leukemia",1
"human","carbohydrates and carbohydrate derivatives","T-cell leukemia",1
"human","carbohydrates and carbohydrate derivatives","acute lymphocytic leukemia",1
"human","alpha-hydroxy ketone","stomach cancer",1
"human","alpha-hydroxy ketone","gastrointestinal system cancer",1
"human","alpha-hydroxy ketone","gastrointestinal system disease",1
"human","ketone","stomach cancer",1
"human","ketone","gastrointestinal system cancer",1
"human","ketone","gastrointestinal system disease",1
"human","lipid","stomach cancer",1
"human","lipid","gastrointestinal system cancer",1
"human","diterpenoid","stomach cancer",1
"human","diterpenoid","gastrointestinal system cancer",1
"human","secondary alpha-hydroxy ketone","stomach cancer",1
"human","secondary alpha-hydroxy ketone","gastrointestinal system cancer",1
"human","secondary alpha-hydroxy ketone","gastrointestinal system disease",1
"human","isoprenoid","stomach cancer",1
"human","isoprenoid","gastrointestinal system cancer",1
"human","terpenoid","stomach cancer",1
"human","terpenoid","gastrointestinal system cancer",1
"human","secondary alcohol","stomach cancer",1
"human","secondary alcohol","gastrointestinal system cancer",1
"human","secondary alcohol","gastrointestinal system disease",1
"human","docetaxel anhydrous","stomach cancer",1
"human","docetaxel anhydrous","gastrointestinal system cancer",1
"human","docetaxel anhydrous","gastrointestinal system disease",1
"human","oxyketone","stomach cancer",1
"human","oxyketone","gastrointestinal system cancer",1
"human","oxyketone","gastrointestinal system disease",1
"human","alpha-oxyketone","stomach cancer",1
"human","alpha-oxyketone","gastrointestinal system cancer",1
"human","alpha-oxyketone","gastrointestinal system disease",1
"human","tetracyclic diterpenoid","stomach cancer",1
"human","tetracyclic diterpenoid","gastrointestinal system cancer",1
"human","tetracyclic diterpenoid","gastrointestinal system disease",1
"human","benzenes","adenocarcinoma",1
"human","chlorine molecular entity","adenocarcinoma",1
"human","chlorobenzenes","lower respiratory tract disease",1
"human","chlorobenzenes","respiratory system cancer",1
"human","chlorobenzenes","lung cancer",1
"human","chlorobenzenes","respiratory system disease",1
"human","chlorobenzenes","adenocarcinoma",1
"human","chlorobenzenes","carcinoma",1
"human","chlorobenzenes","lung disease",1
"human","ether","adenocarcinoma",1
"human","piperazines","lower respiratory tract disease",1
"human","piperazines","respiratory system cancer",1
"human","piperazines","lung cancer",1
"human","piperazines","respiratory system disease",1
"human","piperazines","adenocarcinoma",1
"human","piperazines","lung disease",1
"human","organic heterobicyclic compound","adenocarcinoma",1
"human","bicyclic compound","adenocarcinoma",1
"human","heterobicyclic compound","adenocarcinoma",1
"human","benzenoid aromatic compound","adenocarcinoma",1
"human","fluorobenzenes","lower respiratory tract disease",1
"human","fluorobenzenes","respiratory system cancer",1
"human","fluorobenzenes","lung cancer",1
"human","fluorobenzenes","respiratory system disease",1
"human","fluorobenzenes","adenocarcinoma",1
"human","fluorobenzenes","lung disease",1
"human","aromatic ether","adenocarcinoma",1
"human","organochlorine compound","adenocarcinoma",1
"human","quinazolines","adenocarcinoma",1
"human","morpholines","lower respiratory tract disease",1
"human","morpholines","respiratory system cancer",1
"human","morpholines","lung cancer",1
"human","morpholines","respiratory system disease",1
"human","morpholines","adenocarcinoma",1
"human","morpholines","carcinoma",1
"human","morpholines","lung disease",1
"human","pyrimidines","adenocarcinoma",1
"human","oxazinane","lower respiratory tract disease",1
"human","oxazinane","respiratory system cancer",1
"human","oxazinane","lung cancer",1
"human","oxazinane","respiratory system disease",1
"human","oxazinane","adenocarcinoma",1
"human","oxazinane","carcinoma",1
"human","oxazinane","lung disease",1
"human","gefitinib","lower respiratory tract disease",1
"human","gefitinib","respiratory system cancer",1
"human","gefitinib","cell type cancer",1
"human","gefitinib","lung cancer",1
"human","gefitinib","respiratory system disease",1
"human","gefitinib","adenocarcinoma",1
"human","gefitinib","carcinoma",1
"human","gefitinib","lung disease",1
"human","secondary amino compound","adenocarcinoma",1
"human","tertiary amino compound","lower respiratory tract disease",1
"human","tertiary amino compound","respiratory system cancer",1
"human","tertiary amino compound","lung cancer",1
"human","tertiary amino compound","respiratory system disease",1
"human","tertiary amino compound","lung disease",1
"human","WZ4002","lower respiratory tract disease",1
"human","WZ4002","respiratory system cancer",1
"human","WZ4002","organ system cancer",1
"human","WZ4002","cell type cancer",1
"human","WZ4002","lung cancer",1
"human","WZ4002","disease of cellular proliferation",1
"human","WZ4002","respiratory system disease",1
"human","WZ4002","cancer",1
"human","WZ4002","adenocarcinoma",1
"human","WZ4002","carcinoma",1
"human","WZ4002","disease",1
"human","WZ4002","disease of anatomical entity",1
"human","WZ4002","lung disease",1
"human","monochlorobenzenes","lower respiratory tract disease",1
"human","monochlorobenzenes","respiratory system cancer",1
"human","monochlorobenzenes","lung cancer",1
"human","monochlorobenzenes","respiratory system disease",1
"human","monochlorobenzenes","adenocarcinoma",1
"human","monochlorobenzenes","carcinoma",1
"human","monochlorobenzenes","lung disease",1
"human","monofluorobenzenes","lower respiratory tract disease",1
"human","monofluorobenzenes","respiratory system cancer",1
"human","monofluorobenzenes","lung cancer",1
"human","monofluorobenzenes","respiratory system disease",1
"human","monofluorobenzenes","adenocarcinoma",1
"human","monofluorobenzenes","lung disease",1
"human","JQ1","lower respiratory tract disease",1
"human","JQ1","respiratory system cancer",1
"human","JQ1","cell type cancer",1
"human","JQ1","lung cancer",1
"human","JQ1","respiratory system disease",1
"human","JQ1","carcinoma",1
"human","JQ1","lung carcinoma",1
"human","JQ1","lung non-small cell carcinoma",1
"human","JQ1","lung disease",1
"human","tert-butyl ester","lower respiratory tract disease",1
"human","tert-butyl ester","respiratory system cancer",1
"human","tert-butyl ester","lung cancer",1
"human","tert-butyl ester","respiratory system disease",1
"human","tert-butyl ester","carcinoma",1
"human","tert-butyl ester","lung carcinoma",1
"human","tert-butyl ester","lung non-small cell carcinoma",1
"human","tert-butyl ester","lung disease",1
"human","chlorine molecular entity","lung carcinoma",1
"human","chlorine molecular entity","lung non-small cell carcinoma",1
"human","sulfur molecular entity","respiratory system cancer",1
"human","sulfur molecular entity","lung cancer",1
"human","sulfur molecular entity","lung carcinoma",1
"human","sulfur molecular entity","lung non-small cell carcinoma",1
"human","organic heterotricyclic compound","lower respiratory tract disease",1
"human","organic heterotricyclic compound","respiratory system cancer",1
"human","organic heterotricyclic compound","cell type cancer",1
"human","organic heterotricyclic compound","lung cancer",1
"human","organic heterotricyclic compound","respiratory system disease",1
"human","organic heterotricyclic compound","carcinoma",1
"human","organic heterotricyclic compound","lung carcinoma",1
"human","organic heterotricyclic compound","lung non-small cell carcinoma",1
"human","organic heterotricyclic compound","lung disease",1
"human","organosulfur compound","respiratory system cancer",1
"human","organosulfur compound","lung cancer",1
"human","organosulfur compound","lung carcinoma",1
"human","organosulfur compound","lung non-small cell carcinoma",1
"human","organochlorine compound","lung carcinoma",1
"human","organochlorine compound","lung non-small cell carcinoma",1
"human","heterotricyclic compound","lower respiratory tract disease",1
"human","heterotricyclic compound","respiratory system cancer",1
"human","heterotricyclic compound","cell type cancer",1
"human","heterotricyclic compound","lung cancer",1
"human","heterotricyclic compound","respiratory system disease",1
"human","heterotricyclic compound","carcinoma",1
"human","heterotricyclic compound","lung carcinoma",1
"human","heterotricyclic compound","lung non-small cell carcinoma",1
"human","heterotricyclic compound","lung disease",1
"human","organosulfur heterocyclic compound","lower respiratory tract disease",1
"human","organosulfur heterocyclic compound","respiratory system cancer",1
"human","organosulfur heterocyclic compound","lung cancer",1
"human","organosulfur heterocyclic compound","respiratory system disease",1
"human","organosulfur heterocyclic compound","carcinoma",1
"human","organosulfur heterocyclic compound","lung carcinoma",1
"human","organosulfur heterocyclic compound","lung non-small cell carcinoma",1
"human","organosulfur heterocyclic compound","lung disease",1
"human","organic polycyclic compound","respiratory system cancer",1
"human","organic polycyclic compound","lung cancer",1
"human","organic polycyclic compound","lung carcinoma",1
"human","organic polycyclic compound","lung non-small cell carcinoma",1
"human","organic tricyclic compound","lower respiratory tract disease",1
"human","organic tricyclic compound","respiratory system cancer",1
"human","organic tricyclic compound","cell type cancer",1
"human","organic tricyclic compound","lung cancer",1
"human","organic tricyclic compound","respiratory system disease",1
"human","organic tricyclic compound","carcinoma",1
"human","organic tricyclic compound","lung carcinoma",1
"human","organic tricyclic compound","lung non-small cell carcinoma",1
"human","organic tricyclic compound","lung disease",1
"human","thienotriazolodiazepine","lower respiratory tract disease",1
"human","thienotriazolodiazepine","respiratory system cancer",1
"human","thienotriazolodiazepine","cell type cancer",1
"human","thienotriazolodiazepine","lung cancer",1
"human","thienotriazolodiazepine","respiratory system disease",1
"human","thienotriazolodiazepine","carcinoma",1
"human","thienotriazolodiazepine","lung carcinoma",1
"human","thienotriazolodiazepine","lung non-small cell carcinoma",1
"human","thienotriazolodiazepine","lung disease",1
"human","5-azacytidine","lower respiratory tract disease",1
"human","5-azacytidine","respiratory system cancer",1
"human","5-azacytidine","lung cancer",1
"human","5-azacytidine","respiratory system disease",1
"human","5-azacytidine","lung carcinoma",1
"human","5-azacytidine","lung non-small cell carcinoma",1
"human","5-azacytidine","lung disease",1
"human","benzenes","lung carcinoma",1
"human","benzenes","lung non-small cell carcinoma",1
"human","benzoic acids","cell type cancer",1
"human","benzoic acids","carcinoma",1
"human","benzoic acids","lung carcinoma",1
"human","benzoic acids","lung non-small cell carcinoma",1
"human","hydroxides","lung carcinoma",1
"human","hydroxides","lung non-small cell carcinoma",1
"human","hydroxybenzoic acid","lower respiratory tract disease",1
"human","hydroxybenzoic acid","respiratory system cancer",1
"human","hydroxybenzoic acid","organ system cancer",1
"human","hydroxybenzoic acid","cell type cancer",1
"human","hydroxybenzoic acid","lung cancer",1
"human","hydroxybenzoic acid","disease of cellular proliferation",1
"human","hydroxybenzoic acid","respiratory system disease",1
"human","hydroxybenzoic acid","cancer",1
"human","hydroxybenzoic acid","carcinoma",1
"human","hydroxybenzoic acid","lung carcinoma",1
"human","hydroxybenzoic acid","lung non-small cell carcinoma",1
"human","hydroxybenzoic acid","lung disease",1
"human","oxoacid","carcinoma",1
"human","oxoacid","lung carcinoma",1
"human","oxoacid","lung non-small cell carcinoma",1
"human","1,3,5-triazines","lower respiratory tract disease",1
"human","1,3,5-triazines","respiratory system cancer",1
"human","1,3,5-triazines","lung cancer",1
"human","1,3,5-triazines","respiratory system disease",1
"human","1,3,5-triazines","lung carcinoma",1
"human","1,3,5-triazines","lung non-small cell carcinoma",1
"human","1,3,5-triazines","lung disease",1
"human","trihydroxybenzoic acid","lower respiratory tract disease",1
"human","trihydroxybenzoic acid","respiratory system cancer",1
"human","trihydroxybenzoic acid","organ system cancer",1
"human","trihydroxybenzoic acid","cell type cancer",1
"human","trihydroxybenzoic acid","lung cancer",1
"human","trihydroxybenzoic acid","disease of cellular proliferation",1
"human","trihydroxybenzoic acid","respiratory system disease",1
"human","trihydroxybenzoic acid","cancer",1
"human","trihydroxybenzoic acid","carcinoma",1
"human","trihydroxybenzoic acid","lung carcinoma",1
"human","trihydroxybenzoic acid","lung non-small cell carcinoma",1
"human","trihydroxybenzoic acid","disease",1
"human","trihydroxybenzoic acid","disease of anatomical entity",1
"human","trihydroxybenzoic acid","lung disease",1
"human","gallic acid","lower respiratory tract disease",1
"human","gallic acid","respiratory system cancer",1
"human","gallic acid","organ system cancer",1
"human","gallic acid","cell type cancer",1
"human","gallic acid","lung cancer",1
"human","gallic acid","disease of cellular proliferation",1
"human","gallic acid","respiratory system disease",1
"human","gallic acid","cancer",1
"human","gallic acid","carcinoma",1
"human","gallic acid","lung carcinoma",1
"human","gallic acid","lung non-small cell carcinoma",1
"human","gallic acid","disease",1
"human","gallic acid","disease of anatomical entity",1
"human","gallic acid","lung disease",1
"human","carboxylic acid","carcinoma",1
"human","carboxylic acid","lung carcinoma",1
"human","carboxylic acid","lung non-small cell carcinoma",1
"human","homocyclic compound","lung carcinoma",1
"human","homocyclic compound","lung non-small cell carcinoma",1
"human","carbocyclic compound","lung carcinoma",1
"human","carbocyclic compound","lung non-small cell carcinoma",1
"human","hydrogen molecular entity","lung carcinoma",1
"human","hydrogen molecular entity","lung non-small cell carcinoma",1
"human","s-block molecular entity","lung carcinoma",1
"human","s-block molecular entity","lung non-small cell carcinoma",1
"human","organic hydroxy compound","respiratory system cancer",1
"human","organic hydroxy compound","lung cancer",1
"human","organic hydroxy compound","lung carcinoma",1
"human","organic hydroxy compound","lung non-small cell carcinoma",1
"human","benzenoid aromatic compound","lung carcinoma",1
"human","benzenoid aromatic compound","lung non-small cell carcinoma",1
"human","phenols","respiratory system cancer",1
"human","phenols","lung cancer",1
"human","phenols","carcinoma",1
"human","phenols","lung carcinoma",1
"human","phenols","lung non-small cell carcinoma",1
"human","phenols","lung disease",1
"human","aromatic carboxylic acid","cell type cancer",1
"human","aromatic carboxylic acid","carcinoma",1
"human","aromatic carboxylic acid","lung carcinoma",1
"human","aromatic carboxylic acid","lung non-small cell carcinoma",1
"human","carbon oxoacid","carcinoma",1
"human","carbon oxoacid","lung carcinoma",1
"human","carbon oxoacid","lung non-small cell carcinoma",1
"human","triazines","lower respiratory tract disease",1
"human","triazines","respiratory system cancer",1
"human","triazines","lung cancer",1
"human","triazines","respiratory system disease",1
"human","triazines","lung carcinoma",1
"human","triazines","lung non-small cell carcinoma",1
"human","triazines","lung disease",1
"human","N-glycosyl-1,3,5-triazine","lower respiratory tract disease",1
"human","N-glycosyl-1,3,5-triazine","respiratory system cancer",1
"human","N-glycosyl-1,3,5-triazine","lung cancer",1
"human","N-glycosyl-1,3,5-triazine","respiratory system disease",1
"human","N-glycosyl-1,3,5-triazine","lung carcinoma",1
"human","N-glycosyl-1,3,5-triazine","lung non-small cell carcinoma",1
"human","N-glycosyl-1,3,5-triazine","lung disease",1
"human","azaarene","lower respiratory tract disease",1
"human","azaarene","respiratory system cancer",1
"human","azaarene","lung cancer",1
"human","azaarene","respiratory system disease",1
"human","azaarene","lung carcinoma",1
"human","azaarene","lung non-small cell carcinoma",1
"human","azaarene","lung disease",1
"human","nucleoside analogue","lower respiratory tract disease",1
"human","nucleoside analogue","respiratory system cancer",1
"human","nucleoside analogue","lung cancer",1
"human","nucleoside analogue","respiratory system disease",1
"human","nucleoside analogue","lung carcinoma",1
"human","nucleoside analogue","lung non-small cell carcinoma",1
"human","nucleoside analogue","lung disease",1
"human","organic acid","carcinoma",1
"human","organic acid","lung carcinoma",1
"human","organic acid","lung non-small cell carcinoma",1
"human","Insulin-like growth factor I","organ system cancer",1
"human","Insulin-like growth factor I","thoracic disease",1
"human","Insulin-like growth factor I","disease of cellular proliferation",1
"human","Insulin-like growth factor I","breast cancer",1
"human","Insulin-like growth factor I","cancer",1
"human","Insulin-like growth factor I","breast disease",1
"human","Insulin-like growth factor I","disease",1
"human","Insulin-like growth factor I","thoracic cancer",1
"human","Insulin-like growth factor I","disease of anatomical entity",1
"mouse","molecular entity","human immunodeficiency virus infectious disease",1
"mouse","chemical entity","human immunodeficiency virus infectious disease",1
"mouse","secondary amine","disease by infectious agent",1
"mouse","secondary amine","human immunodeficiency virus infectious disease",1
"mouse","secondary amine","viral infectious disease",1
"mouse","amine","disease by infectious agent",1
"mouse","amine","human immunodeficiency virus infectious disease",1
"mouse","amine","viral infectious disease",1
"mouse","heteroorganic entity","human immunodeficiency virus infectious disease",1
"mouse","pnictogen molecular entity","human immunodeficiency virus infectious disease",1
"mouse","main group molecular entity","human immunodeficiency virus infectious disease",1
"mouse","carbon group molecular entity","human immunodeficiency virus infectious disease",1
"mouse","p-block molecular entity","human immunodeficiency virus infectious disease",1
"mouse","amphetamines","disease by infectious agent",1
"mouse","amphetamines","human immunodeficiency virus infectious disease",1
"mouse","amphetamines","viral infectious disease",1
"mouse","organonitrogen compound","human immunodeficiency virus infectious disease",1
"mouse","organonitrogen compound","viral infectious disease",1
"mouse","organic amino compound","human immunodeficiency virus infectious disease",1
"mouse","organic amino compound","viral infectious disease",1
"mouse","organic molecular entity","human immunodeficiency virus infectious disease",1
"mouse","secondary amino compound","disease by infectious agent",1
"mouse","secondary amino compound","human immunodeficiency virus infectious disease",1
"mouse","secondary amino compound","viral infectious disease",1
"mouse","nitrogen molecular entity","human immunodeficiency virus infectious disease",1
"mouse","methamphetamine","disease by infectious agent",1
"mouse","methamphetamine","human immunodeficiency virus infectious disease",1
"mouse","methamphetamine","viral infectious disease",1
"rat","N-acylglucosamine","type 2 diabetes mellitus",1
"rat","N-acyl-hexosamine","type 2 diabetes mellitus",1
"rat","molecular entity","type 2 diabetes mellitus",1
"rat","glucosamines","type 2 diabetes mellitus",1
"rat","chemical entity","type 2 diabetes mellitus",1
"rat","hexosamine","type 2 diabetes mellitus",1
"rat","oxygen molecular entity","type 2 diabetes mellitus",1
"rat","amino sugar","type 2 diabetes mellitus",1
"rat","amide","type 2 diabetes mellitus",1
"rat","primary amide","type 2 diabetes mellitus",1
"rat","heteroorganic entity","type 2 diabetes mellitus",1
"rat","pnictogen molecular entity","type 2 diabetes mellitus",1
"rat","chalcogen molecular entity","type 2 diabetes mellitus",1
"rat","main group molecular entity","type 2 diabetes mellitus",1
"rat","carbon group molecular entity","type 2 diabetes mellitus",1
"rat","p-block molecular entity","type 2 diabetes mellitus",1
"rat","nitroso compound","type 2 diabetes mellitus",1
"rat","organochalcogen compound","type 2 diabetes mellitus",1
"rat","organooxygen compound","type 2 diabetes mellitus",1
"rat","ureas","type 2 diabetes mellitus",1
"rat","organic molecular entity","type 2 diabetes mellitus",1
"rat","nitrogen molecular entity","type 2 diabetes mellitus",1
"rat","amino monosaccharide","type 2 diabetes mellitus",1
"rat","carbohydrate derivative","type 2 diabetes mellitus",1
"rat","N-nitrosoureas","type 2 diabetes mellitus",1
"rat","carbohydrates and carbohydrate derivatives","type 2 diabetes mellitus",1
"rat","streptozocin","type 2 diabetes mellitus",1
"rat","gas molecular entity","hepatic encephalopathy",1
"rat","gas molecular entity","central nervous system disease",1
"rat","gas molecular entity","disease",1
"rat","gas molecular entity","disease of anatomical entity",1
"rat","gas molecular entity","nervous system disease",1
"rat","gas molecular entity","brain disease",1
"rat","ammonia","hepatic encephalopathy",1
"rat","ammonia","central nervous system disease",1
"rat","ammonia","disease",1
"rat","ammonia","disease of anatomical entity",1
"rat","ammonia","nervous system disease",1
"rat","ammonia","brain disease",1
"rat","lipopolysaccharide","hepatic encephalopathy",1
"rat","lipopolysaccharide","central nervous system disease",1
"rat","lipopolysaccharide","disease",1
"rat","lipopolysaccharide","disease of anatomical entity",1
"rat","lipopolysaccharide","nervous system disease",1
"rat","lipopolysaccharide","brain disease",1
"rat","lipid","hepatic encephalopathy",1
"rat","molecular entity","hepatic encephalopathy",1
"rat","chemical entity","hepatic encephalopathy",1
"rat","inorganic molecular entity","hepatic encephalopathy",1
"rat","inorganic molecular entity","central nervous system disease",1
"rat","inorganic molecular entity","nervous system disease",1
"rat","inorganic molecular entity","brain disease",1
"rat","oxygen molecular entity","hepatic encephalopathy",1
"rat","inorganic hydride","hepatic encephalopathy",1
"rat","inorganic hydride","central nervous system disease",1
"rat","inorganic hydride","disease",1
"rat","inorganic hydride","disease of anatomical entity",1
"rat","inorganic hydride","nervous system disease",1
"rat","inorganic hydride","brain disease",1
"rat","heteroorganic entity","hepatic encephalopathy",1
"rat","pnictogen molecular entity","hepatic encephalopathy",1
"rat","chalcogen molecular entity","hepatic encephalopathy",1
"rat","main group molecular entity","hepatic encephalopathy",1
"rat","carbon group molecular entity","hepatic encephalopathy",1
"rat","hydrogen molecular entity","hepatic encephalopathy",1
"rat","s-block molecular entity","hepatic encephalopathy",1
"rat","p-block molecular entity","hepatic encephalopathy",1
"rat","hydrides","hepatic encephalopathy",1
"rat","hydrides","central nervous system disease",1
"rat","hydrides","nervous system disease",1
"rat","hydrides","brain disease",1
"rat","biomacromolecule","hepatic encephalopathy",1
"rat","biomacromolecule","brain disease",1
"rat","macromolecule","hepatic encephalopathy",1
"rat","macromolecule","brain disease",1
"rat","nitrogen hydride","hepatic encephalopathy",1
"rat","nitrogen hydride","central nervous system disease",1
"rat","nitrogen hydride","disease",1
"rat","nitrogen hydride","disease of anatomical entity",1
"rat","nitrogen hydride","nervous system disease",1
"rat","nitrogen hydride","brain disease",1
"rat","azane","hepatic encephalopathy",1
"rat","azane","central nervous system disease",1
"rat","azane","disease",1
"rat","azane","disease of anatomical entity",1
"rat","azane","nervous system disease",1
"rat","azane","brain disease",1
"rat","liposaccharide","hepatic encephalopathy",1
"rat","liposaccharide","central nervous system disease",1
"rat","liposaccharide","disease",1
"rat","liposaccharide","disease of anatomical entity",1
"rat","liposaccharide","nervous system disease",1
"rat","liposaccharide","brain disease",1
"rat","pnictogen hydride","hepatic encephalopathy",1
"rat","pnictogen hydride","central nervous system disease",1
"rat","pnictogen hydride","disease",1
"rat","pnictogen hydride","disease of anatomical entity",1
"rat","pnictogen hydride","nervous system disease",1
"rat","pnictogen hydride","brain disease",1
"rat","polyatomic entity","hepatic encephalopathy",1
"rat","organochalcogen compound","hepatic encephalopathy",1
"rat","organooxygen compound","hepatic encephalopathy",1
"rat","mononuclear parent hydride","hepatic encephalopathy",1
"rat","mononuclear parent hydride","central nervous system disease",1
"rat","mononuclear parent hydride","disease",1
"rat","mononuclear parent hydride","disease of anatomical entity",1
"rat","mononuclear parent hydride","nervous system disease",1
"rat","mononuclear parent hydride","brain disease",1
"rat","heteroatomic molecular entity","hepatic encephalopathy",1
"rat","organic molecular entity","hepatic encephalopathy",1
"rat","nitrogen molecular entity","hepatic encephalopathy",1
"rat","carbohydrate derivative","hepatic encephalopathy",1
"rat","carbohydrate derivative","brain disease",1
"rat","polysaccharide derivative","hepatic encephalopathy",1
"rat","polysaccharide derivative","brain disease",1
"rat","carbohydrates and carbohydrate derivatives","hepatic encephalopathy",1
"rat","carbohydrates and carbohydrate derivatives","brain disease",1
"rat","dicarboxylic acids and O-substituted derivatives","status epilepticus",1
"rat","L-alpha-amino acid","status epilepticus",1
"rat","lipid","status epilepticus",1
"rat","estradiol","status epilepticus",1
"rat","estradiol","epilepsy",1
"rat","estradiol","central nervous system disease",1
"rat","estradiol","disease",1
"rat","estradiol","disease of anatomical entity",1
"rat","estradiol","nervous system disease",1
"rat","estradiol","brain disease",1
"rat","hydroxides","status epilepticus",1
"rat","oxoacid","status epilepticus",1
"rat","proline derivative","status epilepticus",1
"rat","kainic acid","status epilepticus",1
"rat","carboxylic acid","status epilepticus",1
"rat","hydrogen molecular entity","status epilepticus",1
"rat","polycyclic compound","status epilepticus",1
"rat","s-block molecular entity","status epilepticus",1
"rat","alpha-amino acid","status epilepticus",1
"rat","amino acid","status epilepticus",1
"rat","organic hydroxy compound","status epilepticus",1
"rat","organic hydroxy compound","epilepsy",1
"rat","organic hydroxy compound","brain disease",1
"rat","steroid","status epilepticus",1
"rat","hydroxy steroid","status epilepticus",1
"rat","hydroxy steroid","epilepsy",1
"rat","hydroxy steroid","brain disease",1
"rat","carbon oxoacid","status epilepticus",1
"rat","dicarboxylic acid","status epilepticus",1
"rat","3-hydroxy steroid","status epilepticus",1
"rat","3-hydroxy steroid","epilepsy",1
"rat","3-hydroxy steroid","brain disease",1
"rat","17-hydroxy steroid","status epilepticus",1
"rat","17-hydroxy steroid","epilepsy",1
"rat","17-hydroxy steroid","central nervous system disease",1
"rat","17-hydroxy steroid","disease of anatomical entity",1
"rat","17-hydroxy steroid","nervous system disease",1
"rat","17-hydroxy steroid","brain disease",1
"rat","heteroatomic molecular entity","status epilepticus",1
"rat","pyrrolidines","status epilepticus",1
"rat","pyrrolidinecarboxylic acid","status epilepticus",1
"rat","organic amino compound","status epilepticus",1
"rat","organic polycyclic compound","status epilepticus",1
"rat","organic acid","status epilepticus",1
